source_type,reference_code,generic_name,trade_name,dosage_form,manufacturer,status
TMT,1043886,"ALLERGAN PHARMACEUTICALS, IRELAND",OPTIVE FUSION,(carmellose sodium 500 mg/100 mL + glycerol 900 mg/100 mL + hyaluronate sodium 100 mg/100 mL) eye dr,"ALLERGAN PHARMACEUTICALS, IRELAND",ACTIVE
TMT,1048948,"ALLERGAN PHARMACEUTICALS, IRELAND",OPTIVE FUSION UD,(carmellose sodium 500 mg/100 mL + glycerol 1 g/100 mL + hyaluronate sodium 100 mg/100 mL) eye drops,"ALLERGAN PHARMACEUTICALS, IRELAND",ACTIVE
TMT,1253780,"ALLERGAN SALES, U.S.A.",OPTIVE GEL DROPS,"(carmellose sodium 1 g/100 mL + glycerol 900 mg/100 mL) eye drops, solution, 10 mL bottle","ALLERGAN SALES, U.S.A.",ACTIVE
TMT,834147,"ALLERGAN PHARMACEUTICALS, IRELAND",OPTIVE UD,"(carmellose sodium 500 mg/100 mL + glycerol 900 mg/100 mL) eye drops, solution, 0.4 mL unit dose","ALLERGAN PHARMACEUTICALS, IRELAND",ACTIVE
TMT,731508,แอตแลนติค,OPTIVIS,"(chloramphenicol 1 g/100 g) eye ointment, 5 g tube",แอตแลนติค,ACTIVE
TMT,788109,เมก้า ไลฟ์ไซแอ็นซ์,OPTIVIT,(ascorbic acid 200 mg + carotenoid 50 mg + copper sulfate 2.51 mg + tocopherol 200 iu + zinc oxide 3,เมก้า ไลฟ์ไซแอ็นซ์,ACTIVE
TMT,848264,BALANCED SALT SOLUTION,OPTOSOL,(ไทยโอซูก้า) (calcium chloride dihydrate 48 mg/100 mL + magnesium chloride hexahydrate 30 mg/100 mL ,ไทยโอซูก้า,ACTIVE
TMT,834217,"RECKITT BENCKISER HEALTHCARE, U.K.",OPTREX,"(hamamelis water 13 mL/100 mL) eye lotion, 100 mL bottle","RECKITT BENCKISER HEALTHCARE, U.K.",ACTIVE
TMT,669789,"SANOFI PASTEUR, FRANCE",OPVERO,"(poliomyelitis, live attenuated type 1 1 vaccinating dose + poliomyelitis, live attenuated type 2 1 ","SANOFI PASTEUR, FRANCE",ACTIVE
TMT,902866,F 10669,ORA SWEET,"(carmellose sodium 210 mg/100 mL) syrup, 1 L gallon",โรงพยาบาลสรรพสิทธิประสงค์,ACTIVE
TMT,958034,F 10689,ORA SWEET,"(glycerol 9 mL/100 mL + sorbitol 10 mL/100 mL) oral solution, 1 L bottle",โรงพยาบาลอ่างทอง,ACTIVE
TMT,398808,มาซา แลบ,ORA-0.5,"(lorazepam 500 mcg) tablet, 1 tablet",มาซา แลบ,ACTIVE
TMT,398820,มาซา แลบ,ORA-1,"(lorazepam 1 mg) tablet, 1 tablet",มาซา แลบ,ACTIVE
TMT,398849,ไบโอแลป,ORABETIC,"(glibenclamide 5 mg) tablet, 1 tablet",ไบโอแลป,ACTIVE
TMT,958364,ORANGE,ORACORTIA,"(ไทยนครพัฒนา) (triamcinolone acetonide 100 mg/100 g) oromucosal paste, 1 g sachet",ไทยนครพัฒนา,ACTIVE
TMT,958372,ORANGE,ORACORTIA,"(ไทยนครพัฒนา) (triamcinolone acetonide 100 mg/100 g) oromucosal paste, 5 g tube",ไทยนครพัฒนา,ACTIVE
TMT,799020,ไทยนครพัฒนา,ORACORTIA,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 1 g sachet",ไทยนครพัฒนา,ACTIVE
TMT,799031,ไทยนครพัฒนา,ORACORTIA,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 5 g tube",ไทยนครพัฒนา,ACTIVE
TMT,398865,ไบโอแลป,ORADAY,"(atenolol 100 mg) film-coated tablet, 1 tablet",ไบโอแลป,ACTIVE
TMT,556671,อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง,ORADEXON ORGANON,"(dexamethasone 5 mg/1 mL) solution for injection, 1 mL ampoule",อินเตอร์ไทย ฟาร์มาซูติเคิ้ล แมนูแฟคเจอริ่ง,ACTIVE
TMT,887991,แอตแลนติค,ORAKLEAN,"(chlorhexidine gluconate 2 g/100 mL) cutaneous solution, 120 mL bottle",แอตแลนติค,ACTIVE
TMT,984000,"SANOFI PASTEUR, FRANCE",ORAL BIVALENT TYPES 1 AND 3 POLIOMYELITIS VACCINE,"(poliomyelitis, live attenuated type 1 1 vaccinating dose + poliomyelitis, live attenuated type 3 1 ","SANOFI PASTEUR, FRANCE",ACTIVE
TMT,778668,เภสัชกรรมทหาร,ORAL ELECTROLYTE SUPPLEMENT,(dextrose 13 g/15 g + potassium chloride 300 mg/15 g + sodium chloride 700 mg/15 g + sodium citrate ,เภสัชกรรมทหาร,ACTIVE
TMT,669829,"PT. BIO FARMA, INDONESIA",ORAL POLIOMYELITIS VACCINE,"(poliomyelitis, live attenuated type 1 1 vaccinating dose + poliomyelitis, live attenuated type 2 1 ","PT. BIO FARMA, INDONESIA",ACTIVE
TMT,669801,"SANOFI PASTEUR, FRANCE",ORAL POLIOMYELITIS VACCINE,"(poliomyelitis, live attenuated type 1 1 vaccinating dose + poliomyelitis, live attenuated type 2 1 ","SANOFI PASTEUR, FRANCE",ACTIVE
TMT,848286,"SANOFI PASTEUR, FRANCE",ORAL POLIOMYELITIS VACCINE,"(poliomyelitis, live attenuated type 1 1 vaccinating dose + poliomyelitis, live attenuated type 2 1 ","SANOFI PASTEUR, FRANCE",ACTIVE
TMT,707592,HOSPITAL FORMULARY,ORAL REHYDRATION SALTS,(oral rehydration salts) oral powder (invalid),HOSPITAL FORMULARY,ACTIVE
TMT,826686,องค์การเภสัชกรรม,ORAL REHYDRATION SALTS,(dextrose 5 g/6.975 g + potassium chloride 375 mg/6.975 g + sodium chloride 875 mg/6.975 g + sodium ,องค์การเภสัชกรรม,ACTIVE
TMT,1364502,พอนด์ เคมีคอล,ORALAX,"(macrogol 4000 10 g) powder for oral solution, 1 sachet",พอนด์ เคมีคอล,ACTIVE
TMT,1315107,พอนด์ เคมีคอล,ORALAX-C,(macrogol 4000 118 g/137.155 g + potassium chloride 1.485 g/137.155 g + sodium bicarbonate 3.37 g/13,พอนด์ เคมีคอล,ACTIVE
TMT,398883,"SCANLAB, MALAYSIA",ORALCET,"(paracetamol 500 mg) tablet, 1 tablet","SCANLAB, MALAYSIA",ACTIVE
TMT,755299,"FAMY CARE, INDIA",ORALCON-F,"(ethinylestradiol 30 mcg + ferrous fumarate 75 mg + levonorgestrel 150 mcg) coated tablet, 21 tablet","FAMY CARE, INDIA",ACTIVE
TMT,808932,ไอ.ดี.เอส. แมนูแฟคเจอริ่ง,ORAL-T,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 1 g sachet",ไอ.ดี.เอส. แมนูแฟคเจอริ่ง,ACTIVE
TMT,718138,ไอ.ดี.เอส. แมนูแฟคเจอริ่ง,ORAL-T,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 5 g tube",ไอ.ดี.เอส. แมนูแฟคเจอริ่ง,ACTIVE
TMT,398906,ยูนีซัน,ORANO,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",ยูนีซัน,ACTIVE
TMT,398975,"LUSOMEDICAMENTA SOCIEDADE TECNICA FARMACEUTICA, PORTUGAL",ORAP,"(pimozide 1 mg) tablet, 1 tablet","LUSOMEDICAMENTA SOCIEDADE TECNICA FARMACEUTICA, PORTUGAL",ACTIVE
TMT,399022,"LUSOMEDICAMENTA SOCIEDADE TECNICA FARMACEUTICA, PORTUGAL",ORAP FORTE,"(pimozide 4 mg) tablet, 1 tablet","LUSOMEDICAMENTA SOCIEDADE TECNICA FARMACEUTICA, PORTUGAL",ACTIVE
TMT,399046,สยามเมดิแคร์,ORAPA,"(orphenadrine citrate 35 mg + paracetamol 450 mg) tablet, 1 tablet",สยามเมดิแคร์,ACTIVE
TMT,870918,แอตแลนติค,ORAPASTE,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 5 g tube",แอตแลนติค,ACTIVE
TMT,1044709,ยูนีซัน,ORATA 0.5,"(entecavir 500 mcg) film-coated tablet, 1 tablet",ยูนีซัน,ACTIVE
TMT,1158250,ยูนีซัน,ORATA 1,"(entecavir 1 mg) film-coated tablet, 1 tablet",ยูนีซัน,ACTIVE
TMT,399067,"DOUGLAS PHARMACEUTICALS, NEW ZEALAND",ORATANE,"(isotretinoin 10 mg) capsule, soft, 1 capsule","DOUGLAS PHARMACEUTICALS, NEW ZEALAND",ACTIVE
TMT,399080,"DOUGLAS PHARMACEUTICALS, NEW ZEALAND",ORATANE,"(isotretinoin 20 mg) capsule, soft, 1 capsule","DOUGLAS PHARMACEUTICALS, NEW ZEALAND",ACTIVE
TMT,399108,แอตแลนติค,ORAVID,"(ofloxacin 100 mg) film-coated tablet, 1 tablet",แอตแลนติค,ACTIVE
TMT,399120,แอตแลนติค,ORAVID,"(ofloxacin 200 mg) film-coated tablet, 1 tablet",แอตแลนติค,ACTIVE
TMT,399149,แอตแลนติค,ORAVID,"(ofloxacin 400 mg) film-coated tablet, 1 tablet",แอตแลนติค,ACTIVE
TMT,607817,โอลิค,ORBENIN,"(cloxacillin 125 mg/5 mL) powder for syrup, 60 mL bottle",โอลิค,ACTIVE
TMT,399165,โอลิค,ORBENIN,"(cloxacillin 250 mg) capsule, hard, 1 capsule",โอลิค,ACTIVE
TMT,399183,โอลิค,ORBENIN,"(cloxacillin 500 mg) capsule, hard, 1 capsule",โอลิค,ACTIVE
TMT,131331,ห้างขายยาตราเจ็ดดาว,ORBID,"(nabumetone 500 mg) film-coated tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,648328,จิวบราเดอร์ส,ORCILONE,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 5 g tube",จิวบราเดอร์ส,ACTIVE
TMT,399203,ห้างขายยาตราเจ็ดดาว,ORECET,"(paracetamol 500 mg) tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,744460,ORANGE,OREDA R.O.,(บี.เอ็ล.ฮั้ว) (dextrose 2.025 g/3.3 g + potassium chloride 225 mg/3.3 g + sodium chloride 390 mg/3.,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,1184077,ORANGE,OREDA R.O.,(บี.เอ็ล.ฮั้ว) (dextrose 3.375 g/5.5 g + potassium chloride 375 mg/5.5 g + sodium chloride 650 mg/5.,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,995317,บี.เอ็ล.ฮั้ว,OREDA R.O.,(dextrose 10.125 g/16.5 g + potassium chloride 1.125 g/16.5 g + sodium chloride 1.95 g/16.5 g + sodi,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,744441,บี.เอ็ล.ฮั้ว,OREDA R.O.,(dextrose 2.025 g/3.3 g + potassium chloride 225 mg/3.3 g + sodium chloride 390 mg/3.3 g + sodium ci,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,131349,ห้างขายยาตราเจ็ดดาว,OREFLEX,"(nabumetone 500 mg) film-coated tablet, 1 tablet",ห้างขายยาตราเจ็ดดาว,ACTIVE
TMT,719179,"BRISTOL-MYERS SQUIBB HOLDINGS PHARMA, U.S.A.",ORENCIA,"(abatacept 250 mg) powder for concentrate for solution for infusion, 1 vial","BRISTOL-MYERS SQUIBB HOLDINGS PHARMA, U.S.A.",ACTIVE
TMT,108205,"ORION CORPORATION, FINLAND",ORFARIN,"(warfarin sodium 3 mg) tablet, 1 tablet","ORION CORPORATION, FINLAND",ACTIVE
TMT,108377,"ORION CORPORATION, FINLAND",ORFARIN,"(warfarin sodium 5 mg) tablet, 1 tablet","ORION CORPORATION, FINLAND",ACTIVE
TMT,399226,"REMEDICA, CYPRUS",ORFENAL,"(orphenadrine citrate 50 mg) tablet, 1 tablet","REMEDICA, CYPRUS",ACTIVE
TMT,399242,จิวบราเดอร์ส,ORFLEX,"(orphenadrine citrate 30 mg + paracetamol 500 mg) tablet, 1 tablet",จิวบราเดอร์ส,ACTIVE
TMT,834286,"VETTER PHARMA-FERTIGUNG, GERMANY",ORGALUTRAN,"(ganirelix 250 mcg/0.5 mL) solution for injection, 0.5 mL prefilled syr","VETTER PHARMA-FERTIGUNG, GERMANY",ACTIVE
TMT,399261,บูรพาโอสถ,ORGESIC,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",บูรพาโอสถ,ACTIVE
TMT,399288,อินแพคฟาร์มา,ORIAMOX 250,"(amoxicillin 250 mg) capsule, hard, 1 capsule",อินแพคฟาร์มา,ACTIVE
TMT,399300,อินแพคฟาร์มา,ORIAMOX 500,"(amoxicillin 500 mg) capsule, hard, 1 capsule",อินแพคฟาร์มา,ACTIVE
TMT,820632,ไทย พี.ดี. เคมีคอล,ORINA,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 1 g sachet",ไทย พี.ดี. เคมีคอล,ACTIVE
TMT,857617,เอส.เอ็ม. ฟาร์มาซูติคอล,ORIS,(dextrose 3 g/5 g + potassium chloride 230 mg/5 g + sodium chloride 530 mg/5 g + sodium citrate dihy,เอส.เอ็ม. ฟาร์มาซูติคอล,ACTIVE
TMT,399328,ฟาร์มาสันต์แล็บบอราตอรี่ส์,ORIVID,"(ofloxacin 100 mg) film-coated tablet, 1 tablet",ฟาร์มาสันต์แล็บบอราตอรี่ส์,ACTIVE
TMT,399344,ฟาร์มาสันต์แล็บบอราตอรี่ส์,ORIVID 200,"(ofloxacin 200 mg) film-coated tablet, 1 tablet",ฟาร์มาสันต์แล็บบอราตอรี่ส์,ACTIVE
TMT,399363,เคนยากุ,ORKELAX,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",เคนยากุ,ACTIVE
TMT,399385,ไทยนครพัฒนา,ORMIST,"(cetirizine hydrochloride 10 mg) film-coated tablet, 1 tablet",ไทยนครพัฒนา,ACTIVE
TMT,601632,ไทยนครพัฒนา,ORMIST,"(cetirizine hydrochloride 5 mg/5 mL) syrup, 60 mL bottle",ไทยนครพัฒนา,ACTIVE
TMT,399407,เวสโก ฟาร์มาซูติคอล,ORNADINE,"(orphenadrine citrate 35 mg + paracetamol 450 mg) tablet, 1 tablet",เวสโก ฟาร์มาซูติคอล,ACTIVE
TMT,399424,มาซา แลบ,ORNARES,"(orphenadrine citrate 100 mg) tablet, 1 tablet",มาซา แลบ,ACTIVE
TMT,399448,มาซา แลบ,ORNATE,"(mianserin 10 mg) film-coated tablet, 1 tablet",มาซา แลบ,ACTIVE
TMT,399469,มาซา แลบ,ORNATE,"(mianserin 30 mg) film-coated tablet, 1 tablet",มาซา แลบ,ACTIVE
TMT,399513,"EMCURE PHARMACEUTICALS, INDIA",OROFER,"(folic acid 550 mcg + iron 100 mg) capsule, hard, 1 capsule","EMCURE PHARMACEUTICALS, INDIA",ACTIVE
TMT,133823,ยูโทเปี้ยน,OROX,"(piroxicam 20 mg) tablet, 1 tablet",ยูโทเปี้ยน,ACTIVE
TMT,399532,ฟาร์มาสันต์แล็บบอราตอรี่ส์,ORPAR,"(orphenadrine citrate 30 mg + paracetamol 500 mg) tablet, 1 tablet",ฟาร์มาสันต์แล็บบอราตอรี่ส์,ACTIVE
TMT,860916,เพรซิเดนท์ อินเตอร์ ฟาร์มา,ORPASIC,"(orphenadrine citrate 35 mg + paracetamol 450 mg) tablet, 1 tablet",เพรซิเดนท์ อินเตอร์ ฟาร์มา,ACTIVE
TMT,399550,เยาวราช,ORPHELAX,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",เยาวราช,ACTIVE
TMT,399578,วี.เอส. ฟาร์ม่า (1971,ORPHEN-100,") (orphenadrine citrate 100 mg) tablet, 1 tablet",วี.เอส. ฟาร์ม่า (1971),ACTIVE
TMT,909478,ชุมชนเภสัชกรรม,ORPHENA-100,"(orphenadrine citrate 100 mg) film-coated tablet, 1 tablet",ชุมชนเภสัชกรรม,ACTIVE
TMT,953444,ชุมชนเภสัชกรรม,ORPHENA-50,"(orphenadrine citrate 50 mg) film-coated tablet, 1 tablet",ชุมชนเภสัชกรรม,ACTIVE
TMT,399597,ชาญกิจเทรดดิ้ง,ORPHENAD-A,"(orphenadrine citrate 35 mg + paracetamol 450 mg) tablet, 1 tablet",ชาญกิจเทรดดิ้ง,ACTIVE
TMT,399610,บางกอกแล็ป แอนด์ คอสเมติค,ORPHENADRINE PLUS,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,399634,บางกอกแล็ป แอนด์ คอสเมติค,ORPHENGESIC,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",บางกอกแล็ป แอนด์ คอสเมติค,ACTIVE
TMT,399652,เยนเนอร์ราลดรั๊กส์เฮ้าส์,ORPHENSIC,"(orphenadrine citrate 35 mg + paracetamol 450 mg) tablet, 1 tablet",เยนเนอร์ราลดรั๊กส์เฮ้าส์,ACTIVE
TMT,399675,โรต้าลาบอเร็ทตอรี่ส์,ORPHENTA,"(orphenadrine citrate 35 mg + paracetamol 500 mg) tablet, 1 tablet",โรต้าลาบอเร็ทตอรี่ส์,ACTIVE
TMT,816084,เภสัชกรรมทหาร,ORPHETAMOL,"(orphenadrine citrate 35 mg + paracetamol 450 mg) tablet, 1 tablet",เภสัชกรรมทหาร,ACTIVE
TMT,544266,"SANCE LABORATORIES, INDIA",ORPIME,"(cefepime 1 g) powder for solution for injection/infusion, 1 vial","SANCE LABORATORIES, INDIA",ACTIVE
TMT,124136,เมดิซีน โปรดักส์,ORPROFEN,"(ibuprofen 400 mg) film-coated tablet, 1 tablet",เมดิซีน โปรดักส์,ACTIVE
TMT,844067,"HOE PHARMACEUTICALS, MALAYSIA",ORREPASTE,"(triamcinolone acetonide 100 mg/100 g) oromucosal paste, 5 g tube","HOE PHARMACEUTICALS, MALAYSIA",ACTIVE
TMT,761525,บี.เอ็ล.ฮั้ว,ORS UNOSAL,(dextrose 3 g + potassium chloride 230 mg + sodium chloride 530 mg + sodium citrate dihydrate 440 mg,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,104933,"LEK PHARMACEUTICALS, SLOVENIA",ORTANOL,"(omeprazole 20 mg) gastro-resistant capsule, hard, 1 capsule","LEK PHARMACEUTICALS, SLOVENIA",ACTIVE
TMT,119000,วี.เอส. ฟาร์ม่า (1971,ORTENAC 25,") (diclofenac sodium 25 mg) gastro-resistant tablet, 1 tablet",วี.เอส. ฟาร์ม่า (1971),ACTIVE
TMT,119689,วี.เอส. ฟาร์ม่า (1971,ORTENAC 50,") (diclofenac sodium 50 mg) gastro-resistant tablet, 1 tablet",วี.เอส. ฟาร์ม่า (1971),ACTIVE
TMT,148166,"ORTHO BIOTECH, U.S.A.",ORTHOCLONE OKT* 3,"(muromonab-cd3 5 mg/5 mL) solution for injection, 5 mL vial","ORTHO BIOTECH, U.S.A.",ACTIVE
TMT,691000,"MEDITAB SPECIALITIES, INDIA",ORTHONASE,"(calcitonin 200 iu/1 dose) nasal spray, solution, 30 dose bottle","MEDITAB SPECIALITIES, INDIA",ACTIVE
TMT,399699,ฟาร์มาสันต์แล็บบอราตอรี่ส์,ORTRIP 10,"(nortriptyline 10 mg) film-coated tablet, 1 tablet",ฟาร์มาสันต์แล็บบอราตอรี่ส์,ACTIVE
TMT,399718,ฟาร์มาสันต์แล็บบอราตอรี่ส์,ORTRIP 25,"(nortriptyline 25 mg) film-coated tablet, 1 tablet",ฟาร์มาสันต์แล็บบอราตอรี่ส์,ACTIVE
TMT,128619,โอลิค,ORUVAIL,"(ketoprofen 100 mg/2 mL) solution for injection, 2 mL ampoule",โอลิค,ACTIVE
TMT,128563,"MAY & BAKER, U.K.",ORUVAIL 100,"(ketoprofen 100 mg) capsule, hard, 1 capsule (invalid)","MAY & BAKER, U.K.",ACTIVE
TMT,128592,"MAY & BAKER, U.K.",ORUVAIL 100,"(ketoprofen 100 mg) prolonged-release capsule, hard, 1 capsule","MAY & BAKER, U.K.",ACTIVE
TMT,128571,"MAY & BAKER, U.K.",ORUVAIL 200,"(ketoprofen 100 mg) capsule, hard, 1 capsule","MAY & BAKER, U.K.",ACTIVE
TMT,128603,"MAY & BAKER, U.K.",ORUVAIL 200,"(ketoprofen 100 mg) prolonged-release capsule, hard, 1 capsule","MAY & BAKER, U.K.",ACTIVE
TMT,1137825,"ROTTAPHARM, IRELAND",OSAFLAST,"(glucosamine sulfate 1.5 g/3.95 g) powder for oral solution, 3.95 g sachet","ROTTAPHARM, IRELAND",ACTIVE
TMT,1035780,บี.เอ็ล.ฮั้ว,O-SALINE,(dextrose 13.5 g/1 L + potassium chloride 1.5 g/1 L + sodium chloride 2.6 g/1 L + sodium citrate dih,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,121196,ยูนีซัน,OSAMINE 250,"(glucosamine sulfate 250 mg) capsule, hard, 1 capsule",ยูนีซัน,ACTIVE
TMT,120695,ยูนีซัน,OSAMINE 500,"(glucosamine sulfate 500 mg) film-coated tablet, 1 tablet",ยูนีซัน,ACTIVE
TMT,122116,ยูนีซัน,OSAMINE-S,"(glucosamine sulfate 1.5 g/3.95 g) powder for oral solution, 3.95 g sachet",ยูนีซัน,ACTIVE
TMT,861217,โปลิฟาร์ม,OSBONE,"(ossein-hydroxyapatite compound 600 mg) film-coated tablet, 1 tablet",โปลิฟาร์ม,ACTIVE
TMT,778681,นิวไลฟ์ฟาร์ม่า,OSCIN,"(hyoscine butylbromide 10 mg) film-coated tablet, 1 tablet",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,788121,นิวไลฟ์ฟาร์ม่า,OSCIN,"(hyoscine butylbromide 5 mg/5 mL) syrup, 30 mL bottle",นิวไลฟ์ฟาร์ม่า,ACTIVE
TMT,1147023,M 10723,OSELTAMIVIR,"(oseltamivir 10 mg/1 mL) syrup, 60 mL bottle",โรงพยาบาลแม่สอด,ACTIVE
TMT,989495,M 10883,OSELTAMIVIR,"(oseltamivir 15 mg/1 mL) oral suspension, 30 mL bottle",โรงพยาบาลปักธงชัย,ACTIVE
TMT,1269391,M 12438,OSELTAMIVIR,"(oseltamivir 10 mg/1 mL) oral suspension, 35 mL bottle",สถาบันสุขภาพเด็กแห่งชาติมหาราชินี,ACTIVE
TMT,1269434,M 12438,OSELTAMIVIR,"(oseltamivir 10 mg/1 mL) oral suspension, 50 mL bottle",สถาบันสุขภาพเด็กแห่งชาติมหาราชินี,ACTIVE
TMT,990556,M 13781,OSELTAMIVIR SUSP,"(oseltamivir 6 mg/1 mL) oral suspension, 50 mL bottle",โรงพยาบาลรามาธิบดี,ACTIVE
TMT,958598,"TAKEDA PHARMACEUTICAL, JAPAN",OSENI,"(alogliptin 25 mg + pioglitazone 15 mg) film-coated tablet, 1 tablet","TAKEDA PHARMACEUTICAL, JAPAN",ACTIVE
TMT,958630,"TAKEDA PHARMACEUTICAL, JAPAN",OSENI,"(alogliptin 25 mg + pioglitazone 30 mg) film-coated tablet, 1 tablet","TAKEDA PHARMACEUTICAL, JAPAN",ACTIVE
TMT,1324276,"CELLTRION PHARM, KOREA",OSENI 25 MG/15 MG TABLETS,"(alogliptin 25 mg + pioglitazone 15 mg) film-coated tablet, 1 tablet","CELLTRION PHARM, KOREA",ACTIVE
TMT,1224809,"TAKEDA, GERMANY",OSENI 25 MG/15 MG TABLETS,"(alogliptin 25 mg + pioglitazone 15 mg) film-coated tablet, 1 tablet","TAKEDA, GERMANY",ACTIVE
TMT,1323918,"CELLTRION PHARM, KOREA",OSENI 25 MG/30 MG TABLETS,"(alogliptin 25 mg + pioglitazone 30 mg) film-coated tablet, 1 tablet","CELLTRION PHARM, KOREA",ACTIVE
TMT,1239278,"TAKEDA, GERMANY",OSENI 25 MG/30 MG TABLETS,"(alogliptin 25 mg + pioglitazone 30 mg) film-coated tablet, 1 tablet","TAKEDA, GERMANY",ACTIVE
TMT,104946,สยามเภสัช,O-SID,"(omeprazole 20 mg) gastro-resistant capsule, hard, 1 capsule",สยามเภสัช,ACTIVE
TMT,105314,สยามเภสัช,O-SID,"(omeprazole 40 mg) powder for solution for injection, 1 vial",สยามเภสัช,ACTIVE
TMT,399836,พอนด์ เคมีคอล,OSKEPT,"(calcium 1.5 g + ergocalciferol 200 iu) film-coated tablet, 1 tablet",พอนด์ เคมีคอล,ACTIVE
TMT,399760,พอนด์ เคมีคอล,OSKEPT,"(calcium carbonate 1.5 g + colecalciferol 2 mg) tablet, 1 tablet",พอนด์ เคมีคอล,ACTIVE
TMT,760708,ยูเมด้า,OSKEPT,"(calcium carbonate 1.5 g + colecalciferol 2 mg) film-coated tablet, 1 tablet",ยูเมด้า,ACTIVE
TMT,675781,ไทยนครพัฒนา,OSMO,"(lysine + multivitamins) syrup, 60 mL bottle",ไทยนครพัฒนา,ACTIVE
TMT,399858,เอ็ม แอนด์ เอ็ช แมนูแฟคเจอริ่ง,OSPERDINE,"(diosmin 450 mg + hesperidin 50 mg) film-coated tablet, 1 tablet",เอ็ม แอนด์ เอ็ช แมนูแฟคเจอริ่ง,ACTIVE
TMT,1127813,โอสถ อินเตอร์ แลบบอราทอรีส์,OSPHRINE,"(orphenadrine citrate 50 mg) tablet, 1 tablet",โอสถ อินเตอร์ แลบบอราทอรีส์,ACTIVE
TMT,744528,บี.เอ็ล.ฮั้ว,OSRA,(dextrose 5 g/7.5 g + potassium chloride 375 mg/7.5 g + sodium chloride 875 mg/7.5 g + sodium citrat,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,770349,บี.เอ็ล.ฮั้ว,OSRA R.O.,(dextrose 3.375 g/5.5 g + potassium chloride 375 mg/5.5 g + sodium chloride 650 mg/5.5 g + sodium ci,บี.เอ็ล.ฮั้ว,ACTIVE
TMT,965976,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน,OSS,) (calcium chloride dihydrate 48 mg/100 mL + magnesium chloride hexahydrate 30 mg/100 mL + potassium,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน),ACTIVE
TMT,809031,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน,OSS,) (calcium chloride dihydrate 48 mg/100 mL + magnesium chloride hexahydrate 30 mg/100 mL + potassium,เยเนอรัล ฮอสปิตัล โปรดัคส์ (มหาชน),ACTIVE
TMT,1309153,แมคโครฟาร์,OSSEKA,"(calcitriol 0.25 mcg) capsule, soft, 1 capsule",แมคโครฟาร์,ACTIVE
TMT,954632,โปลิฟาร์ม,OSSIUM,"(ossein-hydroxyapatite compound 200 mg) coated tablet, 1 tablet",โปลิฟาร์ม,ACTIVE
TMT,954650,โปลิฟาร์ม,OSSIUM 800,"(ossein-hydroxyapatite compound 800 mg) film-coated tablet, 1 tablet",โปลิฟาร์ม,ACTIVE
TMT,788204,"PLATINUM PHARMACEUTICAL, PAKISTAN",OSSOBON-D,"(ossein mineral complex 830 mg + vitamin D 400 iu) film-coated tablet, 1 tablet","PLATINUM PHARMACEUTICAL, PAKISTAN",ACTIVE
TMT,137004,"ROBAPHARM, SWITZERLAND",OSSOPAN,"(ossein-hydroxyapatite compound 200 mg) coated tablet, 1 tablet","ROBAPHARM, SWITZERLAND",ACTIVE
TMT,136991,โปลิฟาร์ม,OSSOPAN,"(ossein-hydroxyapatite compound 200 mg) coated tablet, 1 tablet (invalid)",โปลิฟาร์ม,ACTIVE
TMT,137015,โปลิฟาร์ม,OSSOPAN,"(ossein-hydroxyapatite compound 200 mg) coated tablet, 1 tablet",โปลิฟาร์ม,ACTIVE
TMT,137027,โปลิฟาร์ม,OSSOPAN 800,"(ossein-hydroxyapatite compound 800 mg) film-coated tablet, 1 tablet",โปลิฟาร์ม,ACTIVE
